0x9815bd8, BPRas, NoPrediction 
0xaadd3b0, BPRas, NoPrediction 
0xaadd3b0, BTB, NoPrediction 
0xaae2bc0, BPRas, NoPrediction 
0xaae2bc0, BTB, NoPrediction 
0xab566b0, BPRas, NoPrediction 
0xab566b0, BPHybrid, CorrectPrediction 
0xab56980, BPRas, NoPrediction 
0xab56980, BTB, NoPrediction 
0xab59d88, BPRas, NoPrediction 
0xab59d88, BPHybrid, MissPrediction 
0xab59e60, BPRas, NoPrediction 
0xab59e60, BTB, NoPrediction 
0xab57628, BPRas, NoPrediction 
0xab57628, BPHybrid, MissPrediction 
0xab57700, BPRas, NoPrediction 
0xab57700, BTB, NoPrediction 
0xab5ca40, BPRas, NoPrediction 
0xab5ca40, BPHybrid, MissPrediction 
0xa994ca0, BPRas, NoPrediction 
0xa994ca0, BPHybrid, MissPrediction 
0xa994d30, BPRas, NoPrediction 
0xa994d30, BPHybrid, MissPrediction 
0xab8b3a0, BPRas, NoPrediction 
0xab8b3a0, BPHybrid, MissPrediction 
0xab8c510, BPRas, NoPrediction 
0xab8c510, BTB, NoPrediction 
0xab5d220, BPRas, NoPrediction 
0xab5d220, BPHybrid, MissPrediction 
0xab6d7e8, BPRas, NoPrediction 
0xab6d7e8, BPHybrid, CorrectPrediction 
0xab6d8c0, BPRas, NoPrediction 
0xab6d8c0, BTB, NoPrediction 
0xab8c7f0, BPRas, NoPrediction 
0xab8c7f0, BPHybrid, CorrectPrediction 
0xab893b0, BPRas, NoPrediction 
0xab893b0, BPHybrid, MissPrediction 
0xaa207e0, BPRas, NoPrediction 
0xaa207e0, BPHybrid, MissPrediction 
0xab6dbd8, BPRas, NoPrediction 
0xab6dbd8, BTB, NoPrediction 
0xab63448, BPRas, NoPrediction 
0xab63448, BPHybrid, MissPrediction 
0xab85668, BPRas, NoPrediction 
0xab85668, BTB, NoPrediction 
0xab636d0, BPRas, NoPrediction 
0xab636d0, BPHybrid, MissPrediction 
0xab637f0, BPRas, NoPrediction 
0xab637f0, BTB, NoPrediction 
0xab73428, BPRas, NoPrediction 
0xab73428, BPHybrid, CorrectPrediction 
0xab73500, BPRas, NoPrediction 
0xab73500, BPHybrid, MissPrediction 
0xab73938, BPRas, NoPrediction 
0xab73938, BTB, NoPrediction 
0xab64138, BPRas, NoPrediction 
0xab64138, BPHybrid, MissPrediction 
0xab64600, BPRas, NoPrediction 
0xab64600, BPHybrid, MissPrediction 
0xab64720, BPRas, NoPrediction 
0xab64720, BPHybrid, MissPrediction 
0xab64918, BPRas, NoPrediction 
0xab64918, BPHybrid, MissPrediction 
0xab64cc0, BPRas, NoPrediction 
0xab64cc0, BTB, NoPrediction 
0xab64eb8, BPRas, NoPrediction 
0xab64eb8, BPHybrid, CorrectPrediction 
0xab652a8, BPRas, NoPrediction 
0xab652a8, BPHybrid, MissPrediction 
0xab8e4e0, BPRas, NoPrediction 
0xab8e4e0, BTB, NoPrediction 
0xab8e1c0, BPRas, NoPrediction 
0xab8e1c0, BPHybrid, MissPrediction 
0xab90df8, BPRas, NoPrediction 
0xab90df8, BTB, NoPrediction 
0xab1fc80, BPRas, NoPrediction 
0xab1fc80, BPHybrid, MissPrediction 
0xab89aa0, BPRas, NoPrediction 
0xab89aa0, BPHybrid, MissPrediction 
0xab65410, BPRas, NoPrediction 
0xab65410, BPHybrid, MissPrediction 
0xab657b8, BPRas, NoPrediction 
0xab657b8, BPHybrid, CorrectPrediction 
0xab65890, BPRas, NoPrediction 
0xab65890, BPHybrid, MissPrediction 
0xab7a1d8, BPRas, NoPrediction 
0xab7a1d8, BPHybrid, MissPrediction 
0xab65cc8, BPRas, NoPrediction 
0xab65cc8, BPHybrid, CorrectPrediction 
0xab65d58, BPRas, NoPrediction 
0xab65d58, BPHybrid, MissPrediction 
0xab66b20, BPRas, NoPrediction 
0xab66b20, BTB, NoPrediction 
0xab8e4e0, BPRas, NoPrediction 
0xab8e4e0, BPHybrid, MissPrediction 
0xab8e1c0, BPRas, NoPrediction 
0xab8e1c0, BPHybrid, MissPrediction 
0xab90df8, BPRas, NoPrediction 
0xab90df8, BTB, CorrectPrediction 
0xab1fc80, BPRas, NoPrediction 
0xab1fc80, BPHybrid, MissPrediction 
0xab89aa0, BPRas, NoPrediction 
0xab89aa0, BPHybrid, MissPrediction 
0xab66c88, BPRas, NoPrediction 
0xab66c88, BTB, NoPrediction 
0xab67978, BPRas, NoPrediction 
0xab67978, BTB, NoPrediction 
0xab67e40, BPRas, NoPrediction 
0xab67e40, BPHybrid, MissPrediction 
0xab67fa8, BPRas, NoPrediction 
0xab67fa8, BPHybrid, MissPrediction 
0xab68158, BPRas, NoPrediction 
0xab68158, BPHybrid, MissPrediction 
0xab68740, BPRas, NoPrediction 
0xab68740, BPHybrid, MissPrediction 
0xab69580, BPRas, NoPrediction 
0xab69580, BPHybrid, CorrectPrediction 
0xab696a0, BPRas, NoPrediction 
0xab696a0, BPHybrid, MissPrediction 
0xab69ad8, BPRas, NoPrediction 
0xab69ad8, BPHybrid, MissPrediction 
0xab69bf8, BPRas, NoPrediction 
0xab69bf8, BPHybrid, CorrectPrediction 
0xab69cd0, BPRas, NoPrediction 
0xab69cd0, BPHybrid, MissPrediction 
0xab69d60, BPRas, NoPrediction 
0xab69d60, BPHybrid, MissPrediction 
0xab79f50, BPRas, NoPrediction 
0xab79f50, BTB, NoPrediction 
0xab8cc20, BPRas, NoPrediction 
0xab8cc20, BTB, NoPrediction 
0xab94b60, BPRas, NoPrediction 
0xab94b60, BTB, NoPrediction 
0xaaa00f0, BPRas, NoPrediction 
0xaaa00f0, BPHybrid, CorrectPrediction 
0xaaa0180, BPRas, NoPrediction 
0xaaa0180, BTB, NoPrediction 
0xab94578, BPRas, NoPrediction 
0xab94578, BPHybrid, CorrectPrediction 
0xab94770, BPRas, NoPrediction 
0xab94770, BPHybrid, MissPrediction 
0xaa9c300, BPRas, NoPrediction 
0xaa9c300, BPHybrid, MissPrediction 
0xaa83678, BPRas, NoPrediction 
0xaa83678, BPHybrid, MissPrediction 
0xa89ab70, BPRas, NoPrediction 
0xa89ab70, BPHybrid, MissPrediction 
0xaa9e200, BPRas, NoPrediction 
0xaa9e200, BPHybrid, CorrectPrediction 
0xaa9e3b0, BPRas, NoPrediction 
0xaa9e3b0, BPHybrid, MissPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, MissPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, MissPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, CorrectPrediction 
0xaa9e7a0, BPRas, NoPrediction 
0xaa9e7a0, BPHybrid, CorrectPrediction 
0xaa9e878, BPRas, NoPrediction 
0xaa9e878, BTB, CorrectPrediction 
0xab7a070, BPRas, NoPrediction 
0xab7a070, BTB, NoPrediction 
0xab6a030, BPRas, NoPrediction 
0xab6a030, BPHybrid, MissPrediction 
0xab6b080, BPRas, NoPrediction 
0xab6b080, BTB, NoPrediction 
0xab6dd40, BPRas, NoPrediction 
0xab6dd40, BTB, NoPrediction 
0xab73d70, BPRas, NoPrediction 
0xab73d70, BTB, NoPrediction 
0xab6b620, BPRas, NoPrediction 
0xab6b620, BPHybrid, CorrectPrediction 
0xab6b740, BPRas, NoPrediction 
0xab6b740, BPHybrid, CorrectPrediction 
0xab6b7d0, BPRas, NoPrediction 
0xab6b7d0, BPHybrid, CorrectPrediction 
0xab6b980, BPRas, NoPrediction 
0xab6b980, BPHybrid, MissPrediction 
0xab6bd28, BPRas, NoPrediction 
0xab6bd28, BTB, NoPrediction 
0xa884198, BPRas, NoPrediction 
0xa884198, BTB, NoPrediction 
0xa996338, BPRas, NoPrediction 
0xa996338, BTB, NoPrediction 
0xa898008, BPRas, NoPrediction 
0xa898008, BPHybrid, MissPrediction 
0xa995ac8, BPRas, NoPrediction 
0xa995ac8, BPHybrid, CorrectPrediction 
0xa995ba0, BPRas, NoPrediction 
0xa995ba0, BPHybrid, MissPrediction 
0xab6bed8, BPRas, NoPrediction 
0xab6bed8, BTB, NoPrediction 
0xab80ef8, BPRas, NoPrediction 
0xab80ef8, BTB, NoPrediction 
0xab6c510, BPRas, NoPrediction 
0xab6c510, BPHybrid, CorrectPrediction 
0xab6c8b8, BPRas, NoPrediction 
0xab6c8b8, BPHybrid, CorrectPrediction 
0xab6ca20, BPRas, NoPrediction 
0xab6ca20, BTB, NoPrediction 
0xab6cd38, BPRas, NoPrediction 
0xab6cd38, BTB, NoPrediction 
0xab6cab0, BPRas, NoPrediction 
0xab6cab0, BPHybrid, CorrectPrediction 
0xab6cc60, BPRas, NoPrediction 
0xab6cc60, BPHybrid, MissPrediction 
0xab743a0, BPRas, NoPrediction 
0xab743a0, BTB, NoPrediction 
0xab71bb0, BPRas, NoPrediction 
0xab71bb0, BPHybrid, MissPrediction 
0xab71c40, BPRas, NoPrediction 
0xab71c40, BPHybrid, MissPrediction 
0xab72540, BPRas, NoPrediction 
0xab72540, BTB, NoPrediction 
0xab71df0, BPRas, NoPrediction 
0xab71df0, BPHybrid, MissPrediction 
0xab725d0, BPRas, NoPrediction 
0xab725d0, BPHybrid, MissPrediction 
0xab726a8, BPRas, NoPrediction 
0xab726a8, BPHybrid, CorrectPrediction 
0xab728e8, BPRas, NoPrediction 
0xab728e8, BPHybrid, CorrectPrediction 
0xab72a98, BPRas, NoPrediction 
0xab72a98, BPHybrid, MissPrediction 
0xab72b70, BPRas, NoPrediction 
0xab72b70, BPHybrid, CorrectPrediction 
0xab72cd8, BPRas, NoPrediction 
0xab72cd8, BTB, NoPrediction 
0xaae2ce0, BPRas, NoPrediction 
0xaae2ce0, BPHybrid, CorrectPrediction 
0xaae2e48, BPRas, NoPrediction 
0xaae2e48, BPHybrid, MissPrediction 
0xaae2f68, BPRas, NoPrediction 
0xaae2f68, BPHybrid, MissPrediction 
0xaac7960, BPRas, NoPrediction 
0xaac7960, BTB, NoPrediction 
0xaac51d0, BPRas, NoPrediction 
0xaac51d0, BPHybrid, MissPrediction 
0xaac53c8, BPRas, NoPrediction 
0xaac53c8, BTB, NoPrediction 
0xab08450, BPRas, NoPrediction 
0xab08450, BPHybrid, MissPrediction 
0xaa977a8, BPRas, NoPrediction 
0xaa977a8, BPHybrid, MissPrediction 
0xaa97838, BPRas, NoPrediction 
0xaa97838, BPHybrid, CorrectPrediction 
0xaa97e78, BPRas, NoPrediction 
0xaa97e78, BTB, CorrectPrediction 
0xab09c20, BPRas, NoPrediction 
0xab09c20, BPHybrid, MissPrediction 
0xab09cf8, BPRas, NoPrediction 
0xab09cf8, BPHybrid, CorrectPrediction 
0xab09d88, BPRas, NoPrediction 
0xab09d88, BPHybrid, CorrectPrediction 
0xab09e60, BPRas, NoPrediction 
0xab09e60, BPHybrid, CorrectPrediction 
0xab09ef0, BPRas, NoPrediction 
0xab09ef0, BPHybrid, CorrectPrediction 
0xab09fc8, BPRas, NoPrediction 
0xab09fc8, BPHybrid, CorrectPrediction 
0xab0a058, BPRas, NoPrediction 
0xab0a058, BPHybrid, CorrectPrediction 
0xab0a130, BPRas, NoPrediction 
0xab0a130, BTB, NoPrediction 
0xaac54e8, BPRas, NoPrediction 
0xaac54e8, BPHybrid, CorrectPrediction 
0xaac57e8, BPRas, NoPrediction 
0xaac57e8, BTB, NoPrediction 
0xaa9c300, BPRas, NoPrediction 
0xaa9c300, BPHybrid, CorrectPrediction 
0xaa83678, BPRas, NoPrediction 
0xaa83678, BPHybrid, CorrectPrediction 
0xa89ab70, BPRas, NoPrediction 
0xa89ab70, BTB, CorrectPrediction 
0xaa9e200, BPRas, NoPrediction 
0xaa9e200, BPHybrid, CorrectPrediction 
0xaa9e3b0, BPRas, NoPrediction 
0xaa9e3b0, BPHybrid, MissPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, MissPrediction 
0xaa9e7a0, BPRas, NoPrediction 
0xaa9e7a0, BPHybrid, CorrectPrediction 
0xaa9e878, BPRas, NoPrediction 
0xaa9e878, BTB, CorrectPrediction 
0xaac5958, BPRas, NoPrediction 
0xaac5958, BPHybrid, CorrectPrediction 
0xaac5b08, BPRas, NoPrediction 
0xaac5b08, BPHybrid, MissPrediction 
0xaac5c28, BPRas, NoPrediction 
0xaac5c28, BPHybrid, CorrectPrediction 
0xaac5de0, BPRas, NoPrediction 
0xaac5de0, BTB, NoPrediction 
0xaaa7e30, BPRas, NoPrediction 
0xaaa7e30, BTB, NoPrediction 
0xaaa94d0, BPRas, NoPrediction 
0xaaa94d0, BTB, CorrectPrediction 
0xaaf5598, BPRas, NoPrediction 
0xaaf5598, BTB, NoPrediction 
0xaaf58d8, BPRas, NoPrediction 
0xaaf58d8, BTB, CorrectPrediction 
0xaaf58d8, BPRas, NoPrediction 
0xaaf58d8, BPHybrid, MissPrediction 
0xaaf59f8, BPRas, NoPrediction 
0xaaf59f8, BPHybrid, MissPrediction 
0xaaf5ad0, BPRas, NoPrediction 
0xaaf5ad0, BTB, NoPrediction 
0xaaf5fe0, BPRas, NoPrediction 
0xaaf5fe0, BPHybrid, MissPrediction 
0xaaf6270, BPRas, NoPrediction 
0xaaf6270, BPHybrid, CorrectPrediction 
0xaaf6500, BPRas, NoPrediction 
0xaaf6500, BTB, CorrectPrediction 
0xaadd3b0, BPRas, NoPrediction 
0xaadd3b0, BTB, NoPrediction 
0xaaf66b0, BPRas, NoPrediction 
0xaaf66b0, BPHybrid, CorrectPrediction 
0xaaf6820, BPRas, NoPrediction 
0xaaf6820, BTB, CorrectPrediction 
0xaaf7640, BPRas, NoPrediction 
0xaaf7640, BTB, CorrectPrediction 
0xaaf8428, BPRas, NoPrediction 
0xaaf8428, BTB, NoPrediction 
0xaaf6988, BPRas, NoPrediction 
0xaaf6988, BTB, CorrectPrediction 
0xaaf71b8, BPRas, NoPrediction 
0xaaf71b8, BPHybrid, CorrectPrediction 
0xaaf7448, BPRas, NoPrediction 
0xaaf7448, BTB, NoPrediction 
0xaadd3b0, BPRas, NoPrediction 
0xaadd3b0, BTB, NoPrediction 
0xaae2bc0, BPRas, NoPrediction 
0xaae2bc0, BTB, NoPrediction 
0xab566b0, BPRas, NoPrediction 
0xab566b0, BPHybrid, CorrectPrediction 
0xab56980, BPRas, NoPrediction 
0xab56980, BTB, CorrectPrediction 
0xab59d88, BPRas, NoPrediction 
0xab59d88, BTB, NoPrediction 
0xab59e60, BPRas, NoPrediction 
0xab59e60, BTB, NoPrediction 
0xab57628, BPRas, NoPrediction 
0xab57628, BTB, NoPrediction 
0xab57700, BPRas, NoPrediction 
0xab57700, BTB, NoPrediction 
0xab5ca40, BPRas, NoPrediction 
0xab5ca40, BTB, CorrectPrediction 
0xa994ca0, BPRas, NoPrediction 
0xa994ca0, BPHybrid, CorrectPrediction 
0xa994d30, BPRas, NoPrediction 
0xa994d30, BTB, CorrectPrediction 
0xab8b3a0, BPRas, NoPrediction 
0xab8b3a0, BTB, CorrectPrediction 
0xab8c510, BPRas, NoPrediction 
0xab8c510, BTB, CorrectPrediction 
0xab5d220, BPRas, NoPrediction 
0xab5d220, BTB, NoPrediction 
0xab6d7e8, BPRas, NoPrediction 
0xab6d7e8, BPHybrid, CorrectPrediction 
0xab6d8c0, BPRas, NoPrediction 
0xab6d8c0, BTB, CorrectPrediction 
0xab8c7f0, BPRas, NoPrediction 
0xab8c7f0, BPHybrid, CorrectPrediction 
0xab893b0, BPRas, NoPrediction 
0xab893b0, BPHybrid, CorrectPrediction 
0xaa207e0, BPRas, NoPrediction 
0xaa207e0, BTB, CorrectPrediction 
0xab6dbd8, BPRas, NoPrediction 
0xab6dbd8, BTB, NoPrediction 
0xab63448, BPRas, NoPrediction 
0xab63448, BPHybrid, MissPrediction 
0xab636d0, BPRas, NoPrediction 
0xab636d0, BPHybrid, CorrectPrediction 
0xab637f0, BPRas, NoPrediction 
0xab637f0, BTB, CorrectPrediction 
0xab73428, BPRas, NoPrediction 
0xab73428, BPHybrid, MissPrediction 
0xab73500, BPRas, NoPrediction 
0xab73500, BPHybrid, MissPrediction 
0xab73938, BPRas, NoPrediction 
0xab73938, BTB, NoPrediction 
0xab64138, BPRas, NoPrediction 
0xab64138, BPHybrid, MissPrediction 
0xab64600, BPRas, NoPrediction 
0xab64600, BPHybrid, MissPrediction 
0xab64720, BPRas, NoPrediction 
0xab64720, BPHybrid, MissPrediction 
0xab64918, BPRas, NoPrediction 
0xab64918, BPHybrid, MissPrediction 
0xab64cc0, BPRas, NoPrediction 
0xab64cc0, BTB, CorrectPrediction 
0xab64eb8, BPRas, NoPrediction 
0xab64eb8, BPHybrid, CorrectPrediction 
0xab652a8, BPRas, NoPrediction 
0xab652a8, BTB, NoPrediction 
0xab8e4e0, BPRas, NoPrediction 
0xab8e4e0, BTB, NoPrediction 
0xab8e1c0, BPRas, NoPrediction 
0xab8e1c0, BTB, NoPrediction 
0xab90df8, BPRas, NoPrediction 
0xab90df8, BTB, CorrectPrediction 
0xab1fc80, BPRas, NoPrediction 
0xab1fc80, BPHybrid, CorrectPrediction 
0xab89aa0, BPRas, NoPrediction 
0xab89aa0, BTB, CorrectPrediction 
0xab65410, BPRas, NoPrediction 
0xab65410, BPHybrid, CorrectPrediction 
0xab657b8, BPRas, NoPrediction 
0xab657b8, BPHybrid, CorrectPrediction 
0xab65890, BPRas, NoPrediction 
0xab65890, BTB, CorrectPrediction 
0xab7a1d8, BPRas, NoPrediction 
0xab7a1d8, BTB, NoPrediction 
0xab65cc8, BPRas, NoPrediction 
0xab65cc8, BPHybrid, CorrectPrediction 
0xab65d58, BPRas, NoPrediction 
0xab65d58, BTB, NoPrediction 
0xab66b20, BPRas, NoPrediction 
0xab66b20, BTB, NoPrediction 
0xab8e4e0, BPRas, NoPrediction 
0xab8e4e0, BTB, CorrectPrediction 
0xab8e1c0, BPRas, NoPrediction 
0xab8e1c0, BTB, CorrectPrediction 
0xab90df8, BPRas, NoPrediction 
0xab90df8, BTB, CorrectPrediction 
0xab1fc80, BPRas, NoPrediction 
0xab1fc80, BPHybrid, CorrectPrediction 
0xab89aa0, BPRas, NoPrediction 
0xab89aa0, BTB, CorrectPrediction 
0xab66c88, BPRas, NoPrediction 
0xab66c88, BTB, NoPrediction 
0xab67978, BPRas, NoPrediction 
0xab67978, BPHybrid, MissPrediction 
0xab67e40, BPRas, NoPrediction 
0xab67e40, BPHybrid, CorrectPrediction 
0xab67fa8, BPRas, NoPrediction 
0xab67fa8, BPHybrid, CorrectPrediction 
0xab68158, BPRas, NoPrediction 
0xab68158, BTB, NoPrediction 
0xab68740, BPRas, NoPrediction 
0xab68740, BTB, CorrectPrediction 
0xab69580, BPRas, NoPrediction 
0xab69580, BPHybrid, CorrectPrediction 
0xab696a0, BPRas, NoPrediction 
0xab696a0, BTB, NoPrediction 
0xab69ad8, BPRas, NoPrediction 
0xab69ad8, BPHybrid, CorrectPrediction 
0xab69bf8, BPRas, NoPrediction 
0xab69bf8, BPHybrid, CorrectPrediction 
0xab69cd0, BPRas, NoPrediction 
0xab69cd0, BPHybrid, CorrectPrediction 
0xab69d60, BPRas, NoPrediction 
0xab69d60, BTB, CorrectPrediction 
0xab79f50, BPRas, NoPrediction 
0xab79f50, BPHybrid, MissPrediction 
0xab8cc20, BPRas, NoPrediction 
0xab8cc20, BTB, NoPrediction 
0xab94b60, BPRas, NoPrediction 
0xab94b60, BTB, CorrectPrediction 
0xaaa00f0, BPRas, NoPrediction 
0xaaa00f0, BPHybrid, CorrectPrediction 
0xaaa0180, BPRas, NoPrediction 
0xaaa0180, BTB, NoPrediction 
0xab94578, BPRas, NoPrediction 
0xab94578, BPHybrid, CorrectPrediction 
0xab94770, BPRas, NoPrediction 
0xab94770, BTB, NoPrediction 
0xaa9c300, BPRas, NoPrediction 
0xaa9c300, BPHybrid, CorrectPrediction 
0xaa83678, BPRas, NoPrediction 
0xaa83678, BPHybrid, CorrectPrediction 
0xa89ab70, BPRas, NoPrediction 
0xa89ab70, BTB, CorrectPrediction 
0xaa9e200, BPRas, NoPrediction 
0xaa9e200, BPHybrid, CorrectPrediction 
0xaa9e3b0, BPRas, NoPrediction 
0xaa9e3b0, BPHybrid, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, CorrectPrediction 
0xaa9e7a0, BPRas, NoPrediction 
0xaa9e7a0, BPHybrid, CorrectPrediction 
0xaa9e878, BPRas, NoPrediction 
0xaa9e878, BTB, CorrectPrediction 
0xab7a070, BPRas, NoPrediction 
0xab7a070, BTB, NoPrediction 
0xab6a030, BPRas, NoPrediction 
0xab6a030, BTB, NoPrediction 
0xab6b080, BPRas, NoPrediction 
0xab6b080, BTB, CorrectPrediction 
0xab6dd40, BPRas, NoPrediction 
0xab6dd40, BTB, NoPrediction 
0xab73d70, BPRas, NoPrediction 
0xab73d70, BTB, NoPrediction 
0xab6b620, BPRas, NoPrediction 
0xab6b620, BPHybrid, CorrectPrediction 
0xab6b740, BPRas, NoPrediction 
0xab6b740, BPHybrid, CorrectPrediction 
0xab6b7d0, BPRas, NoPrediction 
0xab6b7d0, BPHybrid, CorrectPrediction 
0xab6b980, BPRas, NoPrediction 
0xab6b980, BTB, CorrectPrediction 
0xab6bd28, BPRas, NoPrediction 
0xab6bd28, BTB, CorrectPrediction 
0xa884198, BPRas, NoPrediction 
0xa884198, BTB, CorrectPrediction 
0xa996338, BPRas, NoPrediction 
0xa996338, BTB, CorrectPrediction 
0xa898008, BPRas, NoPrediction 
0xa898008, BPHybrid, CorrectPrediction 
0xa995ac8, BPRas, NoPrediction 
0xa995ac8, BPHybrid, CorrectPrediction 
0xa995ba0, BPRas, NoPrediction 
0xa995ba0, BTB, CorrectPrediction 
0xab6bed8, BPRas, NoPrediction 
0xab6bed8, BTB, NoPrediction 
0xab80ef8, BPRas, NoPrediction 
0xab80ef8, BTB, CorrectPrediction 
0xab6c510, BPRas, NoPrediction 
0xab6c510, BPHybrid, CorrectPrediction 
0xab6c8b8, BPRas, NoPrediction 
0xab6c8b8, BPHybrid, CorrectPrediction 
0xab6ca20, BPRas, NoPrediction 
0xab6ca20, BTB, NoPrediction 
0xab6cd38, BPRas, NoPrediction 
0xab6cd38, BTB, NoPrediction 
0xab6cab0, BPRas, NoPrediction 
0xab6cab0, BPHybrid, CorrectPrediction 
0xab6cc60, BPRas, NoPrediction 
0xab6cc60, BTB, CorrectPrediction 
0xab743a0, BPRas, NoPrediction 
0xab743a0, BTB, CorrectPrediction 
0xab71bb0, BPRas, NoPrediction 
0xab71bb0, BPHybrid, CorrectPrediction 
0xab71c40, BPRas, NoPrediction 
0xab71c40, BTB, NoPrediction 
0xab72540, BPRas, NoPrediction 
0xab72540, BTB, NoPrediction 
0xab71df0, BPRas, NoPrediction 
0xab71df0, BTB, NoPrediction 
0xab725d0, BPRas, NoPrediction 
0xab725d0, BPHybrid, CorrectPrediction 
0xab726a8, BPRas, NoPrediction 
0xab726a8, BPHybrid, CorrectPrediction 
0xab728e8, BPRas, NoPrediction 
0xab728e8, BPHybrid, CorrectPrediction 
0xab72a98, BPRas, NoPrediction 
0xab72a98, BPHybrid, CorrectPrediction 
0xab72b70, BPRas, NoPrediction 
0xab72b70, BPHybrid, CorrectPrediction 
0xab72cd8, BPRas, NoPrediction 
0xab72cd8, BTB, NoPrediction 
0xaae2ce0, BPRas, NoPrediction 
0xaae2ce0, BPHybrid, CorrectPrediction 
0xaae2e48, BPRas, NoPrediction 
0xaae2e48, BPHybrid, CorrectPrediction 
0xaae2f68, BPRas, NoPrediction 
0xaae2f68, BTB, CorrectPrediction 
0xaac7960, BPRas, NoPrediction 
0xaac7960, BTB, NoPrediction 
0xaac51d0, BPRas, NoPrediction 
0xaac51d0, BPHybrid, CorrectPrediction 
0xaac53c8, BPRas, NoPrediction 
0xaac53c8, BTB, NoPrediction 
0xab08450, BPRas, NoPrediction 
0xab08450, BPHybrid, CorrectPrediction 
0xaa977a8, BPRas, NoPrediction 
0xaa977a8, BPHybrid, CorrectPrediction 
0xaa97838, BPRas, NoPrediction 
0xaa97838, BPHybrid, CorrectPrediction 
0xaa97e78, BPRas, NoPrediction 
0xaa97e78, BPHybrid, MissPrediction 
0xaa97f50, BPRas, NoPrediction 
0xaa97f50, BTB, NoPrediction 
0xaa97838, BPRas, NoPrediction 
0xaa97838, BPHybrid, CorrectPrediction 
0xaa97e78, BPRas, NoPrediction 
0xaa97e78, BPHybrid, MissPrediction 
0xaa97f50, BPRas, NoPrediction 
0xaa97f50, BTB, CorrectPrediction 
0xaa97838, BPRas, NoPrediction 
0xaa97838, BPHybrid, CorrectPrediction 
0xaa97e78, BPRas, NoPrediction 
0xaa97e78, BTB, CorrectPrediction 
0xab09c20, BPRas, NoPrediction 
0xab09c20, BPHybrid, MissPrediction 
0xab09cf8, BPRas, NoPrediction 
0xab09cf8, BPHybrid, CorrectPrediction 
0xab09d88, BPRas, NoPrediction 
0xab09d88, BPHybrid, CorrectPrediction 
0xab09e60, BPRas, NoPrediction 
0xab09e60, BPHybrid, MissPrediction 
0xaac54e8, BPRas, NoPrediction 
0xaac54e8, BPHybrid, MissPrediction 
0xaac57e8, BPRas, NoPrediction 
0xaac57e8, BTB, NoPrediction 
0xaa9c300, BPRas, NoPrediction 
0xaa9c300, BPHybrid, CorrectPrediction 
0xaa83678, BPRas, NoPrediction 
0xaa83678, BPHybrid, CorrectPrediction 
0xa89ab70, BPRas, NoPrediction 
0xa89ab70, BTB, CorrectPrediction 
0xaa9e200, BPRas, NoPrediction 
0xaa9e200, BPHybrid, CorrectPrediction 
0xaa9e3b0, BPRas, NoPrediction 
0xaa9e3b0, BPHybrid, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BTB, CorrectPrediction 
0xaa9e5f0, BPRas, NoPrediction 
0xaa9e5f0, BPHybrid, MissPrediction 
0xaa9e7a0, BPRas, NoPrediction 
